-1.781211844361362262e-01,-5.691118850145410191e-01,-1.880441282516842838e+00,2.678478166307360908e+00,2.124127438383733857e+00,5.126074907883184650e+00,-1.236947736515531249e+00,-1.621841849025488447e+00,-2.844122811222085656e-01,1.400238066473468379e+00,1.000000000000000000e+00
-1.806814681997801486e+00,2.879947963153419721e+00,-4.047001358631758805e+00,1.265244695556407395e+00,2.346057229266701238e+00,3.325654242855872189e-01,-2.304370961169210918e+00,-1.210424205171144019e+00,-1.804117550383602442e+00,2.114889517459952462e+00,1.000000000000000000e+00
3.469496486251195222e+00,8.370382976399579622e-01,1.463206284624223086e+00,2.338807267442214233e+00,7.829330246220810308e-01,-1.295474988322513843e+00,1.278057609423471019e+00,4.720865749533915690e-01,2.243423126613231650e-02,3.581751123639478784e+00,0.000000000000000000e+00
-8.779279200715812692e-01,3.436616631877348338e-01,2.909316730348907587e-01,-2.685213844032817709e-01,6.177371301141558746e-01,-1.985250579598954790e+00,1.574078041353644597e+00,1.042382338961569177e+00,-5.861401942295357131e-02,1.231484403075093992e+00,1.000000000000000000e+00
-1.474700324948987062e-01,6.789147840140034029e-01,-4.917019506088915470e-01,2.736958513886666305e-02,-1.657210917003017481e-01,6.096406108908488664e-01,-1.406623541923611276e+00,-6.158662391292329952e-01,-1.911033159652214763e+00,-2.376001747687200627e+00,1.000000000000000000e+00
-1.753696917679153477e+00,3.598181928942000701e-02,2.399957210169243460e+00,1.586125484033944044e+00,-2.227889777066679677e+00,1.281426976824407316e+00,1.364274796779586074e+00,2.487954187479720636e-01,1.674601244615534945e+00,1.668184063867477418e+00,1.000000000000000000e+00
1.680136528808886975e+00,-2.880337843036868239e+00,2.368797510941404116e+00,3.226491860409395507e+00,-2.756435367609756160e+00,-1.936414372303398412e+00,3.151083266238111413e+00,2.684198662765931775e+00,1.186800893381823485e+00,2.140854637792239501e+00,1.000000000000000000e+00
1.541854391335475194e+00,-7.358877997318254982e-01,4.026493896370101355e-01,-1.393047143680665956e+00,-2.149645372058567039e-01,1.188408152457595346e+00,-1.658626692271371494e+00,-5.901794110367714064e-01,-1.460784582918267072e+00,-1.057988838386314301e+00,0.000000000000000000e+00
-1.321562407413345186e+00,-8.072137529949515722e-01,-1.848864138288651704e+00,-2.294606888139059997e+00,1.597582419461238468e+00,2.752443205938182924e+00,5.393544789155094721e-01,1.111227781181360452e+00,-2.121634736895138484e+00,-7.816278519501319577e-01,0.000000000000000000e+00
1.978660039911663171e+00,-1.852353796297873556e+00,-1.027610905057312479e-01,-3.070319237054413453e+00,-2.116007055495645162e+00,-1.677155502857243574e+00,1.424200463586285492e+00,1.062404076565233169e+00,7.319936081965106034e-01,-1.846342152301822415e+00,1.000000000000000000e+00
