-8.783400000000000096e-01,3.257000000000000117e+00,-3.677799999999999958e+00,-3.294399999999999995e+00,1.000000000000000000e+00
1.261600000000000055e+00,4.430299999999999905e+00,-1.333499999999999908e+00,-1.751700000000000035e+00,1.000000000000000000e+00
3.583000000000000185e+00,-3.797099999999999920e+00,3.439099999999999824e+00,-1.250099999999999822e-01,1.000000000000000000e+00
5.705999999999999961e-01,-2.479999999999999913e-02,1.242099999999999982e+00,-5.621000000000000441e-01,1.000000000000000000e+00
-5.535499999999999865e-01,-7.923300000000000232e+00,6.715600000000000236e+00,7.439399999999999347e-01,1.000000000000000000e+00
-2.014899999999999913e+00,3.687399999999999789e+00,-1.938499999999999890e+00,-3.891799999999999926e+00,1.000000000000000000e+00
4.339800000000000324e+00,-5.303600000000000314e+00,3.880300000000000082e+00,-7.043199999999999461e-01,1.000000000000000000e+00
-5.958700000000000108e-01,2.481100000000000083e+00,-2.867300000000000182e+00,-8.982799999999999674e-01,1.000000000000000000e+00
1.356600000000000028e+00,4.235800000000000232e+00,2.134100000000000108e+00,3.210999999999999965e-01,1.000000000000000000e+00
-5.047699999999999854e+00,-5.802299999999999791e+00,1.124400000000000155e+01,-3.901000000000000023e-01,1.000000000000000000e+00
4.068000000000000504e+00,-2.936300000000000132e+00,2.199199999999999822e+00,5.008399999999999519e-01,1.000000000000000000e+00
2.483499999999999874e-01,7.643900000000000361e+00,9.885000000000000453e-01,-8.737099999999999866e-01,1.000000000000000000e+00
-1.616200000000000081e+00,8.090800000000000214e-01,8.162800000000000722e+00,6.081699999999999884e-01,1.000000000000000000e+00
3.491600000000000037e+00,8.570899999999999963e+00,-3.032599999999999962e+00,-5.918200000000000127e-01,1.000000000000000000e+00
-6.200300000000000367e+00,8.680600000000000094e+00,9.134400000000000852e-03,-3.702999999999999847e+00,1.000000000000000000e+00
-4.733100000000000307e+00,-6.178899999999999615e+00,1.138799999999999990e+01,-1.074100000000000055e+00,1.000000000000000000e+00
2.876999999999999780e+00,-4.059899999999999842e+00,3.625900000000000123e+00,-3.254400000000000071e-01,1.000000000000000000e+00
-1.841099999999999959e+00,1.083060000000000045e+01,2.769000000000000128e+00,-3.090100000000000069e+00,1.000000000000000000e+00
3.781800000000000050e+00,-2.884599999999999831e+00,2.255799999999999805e+00,-1.573400000000000076e-01,1.000000000000000000e+00
-1.835599999999999898e+00,-6.756199999999999761e+00,5.058500000000000441e+00,-5.504399999999999293e-01,1.000000000000000000e+00
5.529800000000000271e-01,-3.461899999999999977e+00,1.704800000000000093e+00,1.100800000000000001e+00,1.000000000000000000e+00
-6.025399999999999645e-01,1.723700000000000010e+00,-2.150100000000000122e+00,-7.702700000000000102e-01,1.000000000000000000e+00
-2.321099999999999941e+00,3.166000000000000369e+00,-1.000199999999999978e+00,-2.715100000000000069e+00,1.000000000000000000e+00
3.525100000000000122e+00,7.200999999999999623e-01,1.692800000000000082e+00,6.443800000000000638e-01,1.000000000000000000e+00
-2.389800000000000146e+00,-7.842700000000000227e-01,3.014100000000000001e+00,7.620500000000000052e-01,1.000000000000000000e+00
9.473200000000000509e-01,-5.711300000000000265e-01,7.190299999999999692e+00,-6.758699999999999708e-01,1.000000000000000000e+00
