17.1015,7.4063,2.2368,0.8058,0.5652,-1.4842,-4.1969,4.9186,9.259,181.938
39.6606,15.4898,2.6726,0.3167,0.16899999999999998,-59.4772,-11.597,13.6889,34.0416,192.702
102.9478,56.5431,3.4098,0.1532,0.0758,108.9337,101.2472,29.2795,87.2815,118.618
50.8046,30.0053,3.6055,0.1577,0.081,42.9693,40.3755,-11.4678,10.9222,148.84799999999996
133.16899999999998,23.7599,3.0356,0.269,0.146,107.816,133.254,-18.5387,4.2004,238.259
91.2979,51.3509,3.9785,0.135,0.076,-89.8026,39.1916,26.0257,2.007,391.263
69.2105,35.8748,3.7178,0.1572,0.0801,24.0256,67.623,-17.1281,3.301,283.857
24.8168,14.3513,2.6684,0.4206,0.25,-12.186,4.357,-13.1357,3.542,170.342
59.4103,9.1581,2.8756,0.3848,0.1951,-93.1117,39.0645,-8.7892,9.2116,268.598
33.4992,12.012,2.6248,0.4413,0.2859,38.7827,20.6561,11.1602,16.2492,197.929
83.6193,39.1214,2.9829,0.1841,0.1062,-29.0865,-84.0153,28.1627,41.6742,16.4205
75.4189,21.0294,3.0388,0.299,0.1596,-38.5453,-36.8342,9.1272,3.0122,289.341
215.539,66.9008,3.3798,0.1898,0.0991,-113.083,-195.863,-38.305,37.5218,245.99400000000003
70.94800000000002,29.638,2.7782,0.5748,0.3221,-63.3725,-54.1346,17.4554,7.1129,297.3687
12.3479,12.1428,2.0149,0.6763,0.343,-16.4898,9.4667,9.9527,3.4985,91.8413
56.5581,18.4582,2.9598,0.2436,0.1245,18.394,56.5939,13.0424,3.622,274.78700000000003
50.3888,18.1494,2.642,0.3056,0.1676,0.7236,-19.0636,4.0448,4.4298,131.81
12.9795,10.9893,2.1351,0.7473,0.4579,-14.0254,6.5432,8.7183,49.544,70.4909
53.4351,26.4926,2.9611,0.2221,0.1185,-133.7992,60.5134,-10.8982,11.022,269.0673
12.9301,11.3184,2.3334,0.7425,0.4014,-14.9693,6.3542,11.3184,17.3121,46.3899
23.6343,12.6911,2.4579,0.4599,0.2422,-8.4408,-14.4885,3.6345,24.9633,134.22899999999998
138.7458,40.2431,3.0299,0.1368,0.041,84.7461,130.857,-28.884,3.3626,218.1114
53.4552,13.4808,2.7536,0.3704,0.2055,-79.4267,30.927,11.7094,10.0836,252.95
38.3688,15.7524,2.9501,0.3298,0.1789,9.5988,31.0955,7.6056,3.764,158.30100000000004
19.3124,9.6364,2.3598,0.6288,0.3341,23.3032,10.5409,5.348,71.3695,220.908
32.9432,12.8327,2.4433,0.3496,0.2036,44.1146,21.9612,-7.8081,4.0575,147.735
33.1854,16.8379,2.6227,0.3433,0.1824,34.0601,27.3907,15.2853,22.632,138.422
47.1228,13.6892,2.5993,0.3799,0.2201,43.32,21.3999,9.4046,13.464,129.532
40.9211,14.307,2.8624,0.3294,0.1887,-4.9989,15.6654,7.5323,5.7170000000000005,204.331
33.0547,6.9405,2.5243,0.6211,0.3019,3.6617,7.3387,-10.5551,23.182,203.2107
25.5169,7.0857,2.4082,0.6679999999999999,0.4121,9.0383,9.5293,5.747000000000001,11.804,191.668
20.4844,12.5957,2.4556,0.4518,0.2469,0.5489999999999999,-2.548,-9.8238,63.2473,188.014
28.7485,9.6862,2.4108,0.4854,0.2893,38.7305,-15.7221,-6.489,1.068,197.412
154.5643,59.2228,3.2107,0.2196,0.1592,-150.5058,-101.0299,-40.0974,74.0884,359.5927
17.7369,16.7818,2.6015,0.5131,0.2941,22.0583,6.1825,-11.7637,12.1313,206.941
137.7469,109.309,3.4399,0.1535,0.0724,40.3431,-137.8268,-135.5051,80.1405,223.7682
18.3155,7.4868,2.1222,0.7698,0.5019,1.1777,-5.0042,2.0348,2.559,105.169
93.7259,27.8761,3.2193,0.1895,0.1065,44.6055,113.066,-19.6776,18.6002,165.46099999999996
28.602,0.0034,2.5340000000000003,0.652,0.4254,7.6315,20.989,0.0001,66.546,169.924
87.8645,78.8819,3.2313,0.3137,0.1979,-9.2132,-114.6773,42.3665,47.6948,365.8636
19.1636,9.9135,2.3711,0.6851,0.4277,4.3343,-14.4368,4.9822,24.6194,228.02
103.894,48.5205,3.2507,0.1943,0.0985,-83.8793,-82.5931,-41.1093,70.82600000000002,425.028
23.2115,16.8677,2.5328,0.4956,0.2654,10.561,17.4546,-18.311,12.4823,240.256
21.2509,10.8657,2.1847,0.5686,0.2843,14.7015,17.944000000000006,7.8355,7.182,123.84
25.5298,12.2168,2.3856,0.3992,0.1996,17.7841,14.4982,-3.4568,41.5557,128.08700000000002
20.5387,12.768,2.3294,0.4824,0.2412,-26.7705,-11.7135,8.4605,11.12,94.6405
32.5167,14.4623,2.8624,0.3528,0.2189,14.238,24.7101,6.4905,4.1346,201.944
28.8217,17.2907,2.8007,0.3623,0.1859,10.3339,24.6497,7.692,3.879,140.62
79.8937,26.1386,3.2710000000000004,0.2282,0.1428,-62.0345,56.62,-19.249,34.986,290.431
31.5542,25.2923,2.7616,0.2445,0.14300000000000002,23.5903,-14.8746,8.6502,33.3694,242.883
12.984000000000002,11.2075,2.1746,0.7492,0.4114,-14.8012,6.0893,11.2711,11.746,194.679
13.3685,9.7193,2.357,0.8264,0.5165,12.4906,8.3847,-11.1581,33.8055,119.793
25.1812,13.8566,2.3086,0.4865,0.2482,16.389,7.8849,-12.3468,36.429,159.491
40.0276,31.8033,3.4876,0.1581,0.0822,20.6576,17.2156,-13.3205,19.335,153.969
65.1513,29.9163,3.1392,0.2438,0.14400000000000002,-41.3602,47.6741,-19.0741,17.772000000000006,323.143
95.3347,27.2076,3.49,0.1641,0.0872,84.3962,87.3563,-9.6845,4.016,222.414
163.898,43.3357,3.5844,0.1562,0.0879,-120.434,-117.601,-39.051,22.1918,306.628
21.5647,6.9116,2.1089,0.6926,0.3774,24.442,10.1753,6.4816,3.908,206.49
72.6772,29.3901,3.3268,0.1282,0.0662,-107.161,60.2754,-14.0027,1.7119,223.12
52.8342,31.0263,2.7818,0.4066,0.2653,36.8687,12.1768,20.1761,1.1826,377.361
27.915,7.0212,2.3404,0.6256,0.3174,-4.6274,-15.1566,5.9016,49.587,84.98299999999998
25.9774,15.4987,2.5993,0.415,0.2131,-0.0514,9.3965,-0.7868,29.3651,158.6101
34.6882,22.6579,3.049,0.2305,0.1184,23.576,28.0075,-8.4395,2.0522,160.775
70.5182,26.5995,2.9861,0.2034,0.1089,-95.8823,43.7858,-21.4002,43.593,259.545
24.0015,19.4838,2.6222,0.4248,0.2422,1.0555,13.9059,-11.8675,52.118,161.718
195.5007,23.1589,3.0301,0.2077,0.0977,177.7441,182.673,13.715,9.2168,69.8597
49.6982,16.8437,2.7973,0.327,0.1683,-93.4165,45.7653,-10.9282,5.0099,237.107
43.2269,23.174,2.9743,0.2164,0.1141,47.9553,35.3128,10.3147,26.0548,282.843
80.5967,31.8121,3.5604,0.0999,0.0541,90.83,57.0513,11.1907,5.9931,219.884
31.4793,12.9854,2.5121,0.5602,0.3207,22.9031,10.3944,8.4767,61.4791,151.7632
55.5853,9.8477,2.8917,0.4409,0.2368,30.2525,31.5485,-8.5044,50.205,43.7845
