-1.04,1.48,2.05,0.77,1.1,1.03,1.35,4.66,4.89,5.71,5.87,3.33,1.92,1.46,2.51,0.02,-0.17,1.16,-0.58,0.0,0.45,1
0.55,0.74,2.0,2.13,3.74,4.65,4.78,4.13,3.61,2.2,3.87,1.67,0.14,0.66,-1.86,0.81,-1.04,0.98,-0.06,-0.58,0.71,1
1.15,0.71,-0.19,1.07,0.21,2.34,1.97,1.89,3.97,6.25,5.6,5.43,4.89,3.95,1.67,0.95,0.33,0.22,3.61,0.03,-1.03,2
-0.71,1.57,0.26,-0.75,1.27,0.28,1.1,4.92,3.5,3.69,5.03,5.3,2.98,5.05,3.8,2.56,-0.98,1.17,-0.1,-1.8,-0.69,2
0.5,-1.82,-1.3,-1.3,0.68,-1.85,1.55,-0.04,1.85,3.88,2.31,3.06,2.61,4.2,3.85,5.19,1.77,1.16,3.02,-0.44,-1.33,2
-0.22,-1.94,-0.09,1.48,-0.02,0.24,2.02,2.46,2.84,3.26,4.38,5.72,4.83,3.27,1.7,2.32,0.81,-0.24,1.72,3.04,-0.91,2
-2.21,0.31,-0.25,-0.45,-0.3,-0.8,1.23,1.84,4.68,5.76,6.16,4.43,3.91,4.22,4.01,1.74,1.31,0.34,2.0,2.45,-0.59,2
-0.09,1.62,0.5,4.06,2.56,2.73,2.32,4.01,3.7,2.8,3.18,3.49,1.21,1.04,0.77,0.92,-0.7,-0.0,1.54,-0.76,1.01,1
0.04,0.16,4.35,2.22,3.61,4.8,5.53,4.22,3.99,0.87,2.62,1.57,-0.0,-0.7,0.4,1.0,0.0,0.08,0.47,0.35,-0.13,1
-1.51,0.68,1.73,1.67,4.86,4.74,4.39,4.85,1.73,2.54,2.28,0.11,-0.1,0.2,1.26,-0.91,-0.85,-0.24,0.78,0.32,0.35,1
